( F017-0 "pesquisa é uma coisa que muda a toda hora." )
( F017-1 "no total, serão chamados vinte e seis mil candidatos." )
( F017-2 "o número de convocados por vaga é de doze candidatos." )
( F017-3 "atualmente, esse abatimento é limitado a setenta por cento dos gastos." )
( F017-4 "sandra regina machado: acho que ela enfim criou juízo." )
( F017-5 "eles estão colocando armadilhas nas fazendas onde já ocorreram os ataques." )
( F017-6 "dessas, somente umas trezentas e vinte foram inauguradas em território americano." )
( F017-7 "no total, sete mísseis foram disparados contra o encrave." )
( F017-8 "em florianópolis, foi registrado dois graus celsius na manhã de domingo." )
( F017-9 "as situações ditas embaraçosas são resolvidas com os dados." )
( F017-10 "itamar tem razão de estar exultante como nunca desde que virou presidente." )
( F017-11 "a mãe de todas as reformas é a reforma política." )
( F017-12 "conseguiram eliminar áreas supérfluas ou que antes eram desperdiçadas." )
( F017-13 "uma lata de leite em pó integral vale um ingresso." )
( F017-14 "a maioria dos passageiros do barco naufragado era de crianças." )
( F017-15 "a provável causa do acidente foi excesso de lotação a bordo." )
( F017-16 "não prometo nada, porque não adianta eu prometer e não cumprir." )
( F017-17 "se for eleito, vocês vão ver o meu trabalho." )
( F017-18 "ele era um dos poucos atores negros que tinham espaço." )
( F017-19 "a secretaria estadual de saúde distribuirá cem mil preservativos no carnaval." )
( F017-20 "são essas qualidades que inspiraram o plano real desde a sua criação." )
( F017-21 "todos os batizados são consagrados a deus e devem tender à santidade." )
( F017-22 "'o homem sem qualidades' não é um livro comum." )
( F017-23 "os problemas surgem nas importações diretas via catálogos, por exemplo." )
( F017-24 "lula chegou ao rio com duas horas de atraso." )
( F017-25 "no ano, a taxa é de três vírgula sete por cento." )
( F017-26 "batizado de heitor, o trabalho traz treze faixas compostas pelo guitarrista." )
( F017-27 "já viola levou o terceiro cartão amarelo domingo passado." )
( F017-28 "inflação volta a subir no rio e em são paulo." )
( F017-29 "cinco: freqüentemente responde perguntas antes que elas sejam concluídas." )
( F017-30 "quero estar no grupo e ajudar sempre que necessário." )
( F017-31 "expedito andrelino de souza, cinqüenta e um anos, encarregado de almoxarifado." )
( F017-32 "isso mostra que nossa flutuação cambial suja e voluntariosa foi apenas tolice." )
( F017-33 "nós somos uma espécie de contingente escolhido do povo brasileiro." )
( F017-34 "não é o primeiro carregamento de armas para angola." )
( F017-35 "o dinheiro para pagamento dos policiais militares sairia de verba da prefeitura." )
( F017-36 "até agora, na televisão, eles já somam quatro ministros." )
( F017-37 "pode ser o início de uma campanha de contestação da vitória." )
( F017-38 "da mesma forma, empataram nas finalizações: um a um." )
( F017-39 "o jogador do palmeiras foi o único que lançou três vezes." )
( F017-40 "quanto ao seu próprio time o diagnóstico é menos generoso." )
( F017-41 "não há desculpas para o mau jogo que fizemos contra a arábia." )
( F017-42 "salário real médio do varejo aumenta doze por cento no mês passado." )
( F017-43 "em tóquio, o dólar fechou cotado a noventa e oito ienes." )
( F017-44 "os sobreviventes cremaram seus mortos e procuram reconstruir suas vidas." )
( F017-45 "os dois times perderam uma chance atrás da outra." )
( F017-46 "a geração de zico não seria campeã do mundo." )
( F017-47 "o curso é gratuito e tem a duração de seis meses." )
( F017-48 "assaltava desde os oito anos e meus amigos estão quase todos presos." )
( F017-49 "o mercado de ações vive momentos de plena euforia." )
( F017-50 "a imprensa não se incomodou, nem denunciou esse detalhe." )
( F017-51 "primeiro arredondou a idade do percussionista para cinqüenta anos." )
( F017-52 "os médicos ainda não sabem quanto tempo ele deverá ficar no hospital." )
( F017-53 "o feminino fica em quarto, sua melhor colocação em olimpíadas." )
( F017-54 "o modelo foi reestilizado e ganhou linhas mais agressivas." )
( F017-55 "seu interior, no entanto, lembra o de automóveis japoneses." )
( F017-56 "sete membros do grupo que se opõe à paz continuam presos." )
( F017-57 "os jogadores reclamam do calor, que consideram excessivo dentro do estádio." )
( F017-58 "o limite anterior para estes títulos bancários era de noventa dias." )
( F017-59 "também preparam a transição para o real no caso das aplicações financeiras." )
( F017-60 "há algumas coisas que não podem deixar de serem vistas em paris." )
( F017-61 "há demanda por real, não por dólar, cuja cotação cai." )
( F017-62 "há cento e setenta bilhões de moedas de um centavo em circulação." )
( F017-63 "cada uma delas custa oito décimos de um centavo." )
( F017-64 "o mercado fica de alto risco a curto prazo." )
( F017-65 "a perspectiva continua otimista para o médio e longo prazos." )
( F017-66 "o desafio agora é controlar, com medicamentos, essa secreção." )
( F017-67 "o jogo contra a suécia deixou todo o país preocupado." )
( F017-68 "está instalado na casa do avô de lúcia flexa de lima." )
( F017-69 "funcionários do governo do estado dão orientação técnica aos voluntários." )
( F017-70 "o ministério diz que não foi consultado sobre a transação." )
( F017-71 "este ano a empresa deve perder cerca de sete milhões de dólares." )
( F017-72 "ela começou a tirar fotos ontem em buenos aires." )
( F017-73 "ele se comprometeu a ler e responder parte da minha correspondência." )
( F017-74 "os brasileiros no exterior ganharam um poder aquisitivo sem precedentes." )
( F017-75 "o objetivo é abordar todas as fases da ópera." )
( F017-76 "o curso é diário e tem duração de três meses." )
( F017-77 "os jogadores santistas deixaram o gramado sob vaias da torcida." )
( F017-78 "a torcida voltou a criticar a atual administração e não economizou críticas." )
( F017-79 "a infraero ainda não sabe em qual dos dois aeroportos alexandre embarcou." )
( F017-80 "eles têm interesse na redução das taxas nos empréstimos rurais." )
